	DCASE17-filename	label_id	time
22	eIMjkADTWzA_60.000_70.000.wav	/m/02mfyn	[[0.0, 10.0]]
23	4tKvAMmAUMM_30.000_40.000.wav	/m/02rhddq	[[0.115, 0.747]]
24	uUiZrgUpw2A_30.000_40.000.wav	/m/012ndj	[[0.0, 10.0]]
25	uUiZrgUpw2A_30.000_40.000.wav	/m/04qvtq	[[0.0, 6.15], [6.15, 10.0]]
26	aOoZ0bCoaZw_30.000_40.000.wav	/m/06_fw	[[0.0, 10.0]]
27	9OcAwC8y-eQ_30.000_40.000.wav	/m/02rhddq	[[7.587999999999999, 10.0]]
28	5hL1uGb4sas_30.000_40.000.wav	/m/02mfyn	[[3.359, 4.704]]
29	-3z5mFRgbxc_30.000_40.000.wav	/m/01bjv	[[0.0, 0.0]]
30	-zNEcuo28oE_30.000_40.000.wav	/m/07r04	[[3.3989999999999996, 10.0]]
31	-zNEcuo28oE_30.000_40.000.wav	/m/02rhddq	[[0.408, 10.0]]
32	nFqf1vflJaI_350.000_360.000.wav	/m/0k4j	[[8.182, 10.0]]
33	nFqf1vflJaI_350.000_360.000.wav	/m/02rhddq	[[0.0, 0.0]]
34	ES-rjFfuxq4_120.000_130.000.wav	/m/02mfyn	[[9.565, 9.828]]
35	HDEPd5MIaow_30.000_40.000.wav	/t/dd00134	[[4.466, 10.0]]
36	HDEPd5MIaow_30.000_40.000.wav	/m/07r04	[[5.294, 10.0]]
37	Bk_xS_fKCpk_30.000_40.000.wav	/m/03qc9zr	[[2.1, 5.1]]
38	2aBV6AZt5nk_570.000_580.000.wav	/m/0284vy3	[[3.841, 4.6819999999999995]]
39	2aBV6AZt5nk_570.000_580.000.wav	/m/07jdr	[[5.0, 6.0]]
40	PP741kd2vRM_30.000_40.000.wav	/m/01bjv	[[0.0, 10.0]]
41	l6_h_YHuTbY_30.000_40.000.wav	/m/02mfyn	[[1.739, 3.346], [4.888, 6.428999999999999], [7.654, 9.183]]
42	l6_h_YHuTbY_30.000_40.000.wav	/m/0k4j	[[0.0, 0.0]]
43	3xh2kScw64U_30.000_40.000.wav	/m/0k4j	[[0.0, 10.0]]
44	3xh2kScw64U_30.000_40.000.wav	/m/02rhddq	[[3.2969999999999997, 4.692]]
45	nYAbLuyqPis_30.000_40.000.wav	/m/03qc9zr	[[5.1, 8.62]]
46	-AdQBgtN_4E_30.000_40.000.wav	/m/01bjv	[[0.0, 10.0]]
47	DLxTYAUifjU_30.000_40.000.wav	/m/0k4j	[[0.405, 1.96], [3.295, 10.0]]
48	lhedRVb85Fk_30.000_40.000.wav	/m/02mfyn	[[0.0, 5.9479999999999995]]
49	A-GNszKtjJc_93.000_103.000.wav	/m/02mfyn	[[1.835, 2.141], [2.917, 4.106], [5.118, 6.317], [7.224, 8.453], [9.447000000000001, 10.0]]
50	-E1aIXhB4YU_30.000_40.000.wav	/m/06_fw	[[1.0, 9.5]]
51	1z0XoG6GEv4_420.000_430.000.wav	/m/05x_td	[[0.0, 10.0]]
52	IziTYkSwq9Q_30.000_40.000.wav	/m/02mfyn	[[3.6889999999999996, 6.968999999999999]]
53	-GCwoyCnYsY_0.000_10.000.wav	/m/0284vy3	[[0.165, 3.8], [4.865, 8.7]]
54	vOYj9W7Jsxk_8.000_18.000.wav	/m/0199g	[[0.0, 8.5]]
55	dSfcznv4KLo_30.000_40.000.wav	/m/0k4j	[[0.0, 5.942]]
56	jko48cNdvFA_80.000_90.000.wav	/m/05x_td	[[3.998, 4.437], [4.915, 5.507999999999999], [5.916, 6.441], [6.9110000000000005, 7.442], [7.912000000000001, 8.443], [8.906, 9.337]]
57	-FHSBdx5A3g_40.000_50.000.wav	/m/0dgbq	[[1.6, 10.0]]
58	-H_3oEkKe0M_50.000_60.000.wav	/m/04_sv	[[1.8, 10.0]]
59	6MCy1lh4qaw_20.000_30.000.wav	/m/04_sv	[[3.51, 10.0]]
60	d1o334I5X_k_30.000_40.000.wav	/m/0284vy3	[[0.0, 2.395], [3.6439999999999997, 10.0]]
61	d1o334I5X_k_30.000_40.000.wav	/m/07jdr	[[0.0, 10.0]]
62	DXlTakKvLzg_30.000_40.000.wav	/m/07r04	[[0.0, 0.0]]
63	pxmrmtEnROk_30.000_40.000.wav	/m/0284vy3	[[0.732, 1.209], [3.528, 5.331], [6.795, 7.303], [8.305, 10.0]]
64	pxmrmtEnROk_30.000_40.000.wav	/m/07jdr	[[0.735, 6.5120000000000005], [8.232000000000001, 10.0]]
65	a9B_HA3y8WQ_30.000_40.000.wav	/m/01bjv	[[0.764, 10.0]]
66	T6oYCFRafPs_30.000_40.000.wav	/m/07r04	[[4.632, 10.0]]
67	cHCIoXF7moA_30.000_40.000.wav	/m/0k4j	[[0.0, 1.186], [1.278, 2.121], [2.385, 4.73], [5.231, 10.0]]
68	y4Ko6VNiqB0_30.000_40.000.wav	/m/05x_td	[[0.43799999999999994, 2.306]]
69	CqNyeZeHb8Y_30.000_40.000.wav	/m/0k4j	[[5.455, 10.0]]
70	jCeUZwd8b2w_0.000_10.000.wav	/m/0k4j	[[5.2829999999999995, 10.0]]
71	-oSzD8P2BtU_30.000_40.000.wav	/m/02rhddq	[[0.0, 10.0]]
72	4aJfQpHt9lY_160.000_170.000.wav	/m/0k4j	[[0.9, 8.99]]
73	--iFD6IyQW8_30.000_40.000.wav	/m/0k4j	[[0.0, 10.0]]
74	P54KKbTA_TE_0.000_7.000.wav	/m/0284vy3	[[0.179, 1.345], [2.5469999999999997, 3.4789999999999996], [3.7710000000000004, 4.372], [4.78, 5.261]]
75	VulCKZgWspc_570.000_580.000.wav	/m/0k4j	[[0.0, 10.0]]
76	-nPhg6Eu4b4_30.000_40.000.wav	/m/012ndj	[[0.0, 10.0]]
77	RN-_agT8_Cg_0.000_10.000.wav	/m/07jdr	[[2.142, 3.071], [3.716, 4.645]]
78	v8Kry1CbTkM_310.000_320.000.wav	/m/0k4j	[[0.0, 0.0]]
79	eIkUuCRE_0U_30.000_40.000.wav	/m/07r04	[[0.47700000000000004, 2.799], [4.1419999999999995, 10.0]]
80	eIkUuCRE_0U_30.000_40.000.wav	/m/02rhddq	[[0.0, 0.0]]
81	-60NmEaP0is_0.000_10.000.wav	/m/0dgbq	[[0.0, 5.0]]
82	nApE_Biu13k_10.000_20.000.wav	/m/03qc9zr	[[0.0, 10.0]]
83	VZfrDZhI7BU_30.000_40.000.wav	/m/06_fw	[[0.0, 2.14], [2.8, 6.5], [7.57, 9.5]]
84	Ntn6YvZM3kA_0.000_10.000.wav	/m/03qc9zr	[[9.0, 10.0]]
85	-pVEgzu95Nc_30.000_40.000.wav	/m/012n7d	[[0.0, 10.0]]
86	G958vjLYBcI_110.000_120.000.wav	/m/07jdr	[[0.0, 10.0]]
87	KXkxqxoCylc_30.000_40.000.wav	/m/06_fw	[[0.0, 10.0]]
88	Iigfz_GeXVs_30.000_40.000.wav	/m/0199g	[[2.134, 8.513]]
89	HQQxGJKg1iM_30.000_40.000.wav	/m/012ndj	[[0.0, 10.0]]
90	HQQxGJKg1iM_30.000_40.000.wav	/t/dd00134	[[0.922, 2.912]]
91	MPSf7dJpV5w_30.000_40.000.wav	/m/0284vy3	[[4.5760000000000005, 4.938], [5.377999999999999, 7.89]]
92	4NTjS5pFfSc_30.000_40.000.wav	/m/05x_td	[[4.452, 4.982]]
93	00H_s-krtg8_30.000_40.000.wav	/m/012ndj	[[0.0, 10.0]]
94	00H_s-krtg8_30.000_40.000.wav	/m/012n7d	[[0.0, 10.0]]
95	xMClk12ouB8_30.000_40.000.wav	/m/07r04	[[0.0, 10.0]]
96	7KiTXYwaD04_7.000_17.000.wav	/m/0199g	[[0.0, 1.169]]
97	--12UOziMF0_30.000_40.000.wav	/m/07r04	[[0.0, 10.0]]
98	21QlKF17ipc_30.000_40.000.wav	/m/04_sv	[[6.194, 10.0]]
99	--QvRbvnbUE_30.000_40.000.wav	/m/0k4j	[[8.17, 10.0]]
100	vdFYBSlmsXw_30.000_40.000.wav	/m/0k4j	[[0.0, 1.805], [3.4389999999999996, 10.0]]
101	4PYTtp78Ig0_60.000_70.000.wav	/m/03qc9zr	[[6.9, 8.4]]
102	-S-5z2vYtxw_10.000_20.000.wav	/m/04_sv	[[0.0, 0.0]]
103	-gKNRXbpAKs_30.000_40.000.wav	/m/04qvtq	[[0.0, 10.0]]
104	xbr7x2V6mxk_30.000_40.000.wav	/m/012ndj	[[0.0, 10.0]]
105	xbr7x2V6mxk_30.000_40.000.wav	/m/04qvtq	[[0.0, 10.0]]
106	lHP0q2sQzPQ_30.000_40.000.wav	/m/01bjv	[[0.0, 10.0]]
107	K9pSRLw6FNc_40.000_50.000.wav	/m/07jdr	[[1.3419999999999999, 10.0]]
108	N3osL4QmOL8_49.000_59.000.wav	/m/05x_td	[[0.871, 1.733], [2.01, 2.283], [3.428, 3.783], [4.745, 5.053999999999999], [6.864, 7.0489999999999995]]
109	bI6wPI9kAm8_70.000_80.000.wav	/m/07jdr	[[7.574, 10.0]]
110	-eYUCWGQ_wU_30.000_40.000.wav	/m/012ndj	[[0.0, 10.0]]
111	VIe_Qkg5RJI_130.000_140.000.wav	/m/07jdr	[[8.09, 8.833]]
112	0_HnD-rW3lI_170.000_180.000.wav	/m/0284vy3	[[9.023, 10.0]]
113	0_HnD-rW3lI_170.000_180.000.wav	/m/07jdr	[[0.0, 10.0]]
114	-Z3ByS_RCwI_30.000_40.000.wav	/m/012ndj	[[2.0, 10.0]]
115	9hlXgXWXYXQ_0.000_6.000.wav	/m/06_fw	[[2.0, 2.8], [4.5, 5.0]]
116	MQ0YasvMcuQ_1.000_11.000.wav	/m/03qc9zr	[[4.1, 6.4]]
117	-VULyMtKazE_0.000_7.000.wav	/m/04qvtq	[[3.7, 5.0]]
118	-VULyMtKazE_0.000_7.000.wav	/m/0k4j	[[0.0, 0.0]]
119	4KZWpXlcpM4_60.000_70.000.wav	/m/0k4j	[[0.6, 10.0]]
120	-9S5Z-uciLo_70.000_80.000.wav	/m/07jdr	[[0.0, 8.0]]
121	CoFbRc1OxFU_9.000_19.000.wav	/m/01bjv	[[0.0, 10.0]]
122	0phl6nlC-n0_10.000_20.000.wav	/m/0dgbq	[[2.5, 10.0]]
123	AFz5TIs_Gug_30.000_40.000.wav	/m/0k4j	[[0.0, 10.0]]
124	-oS19KshdlM_30.000_40.000.wav	/m/06_fw	[[0.0, 6.9]]
125	PSt0xAYgf4g_0.000_10.000.wav	/m/07r04	[[0.0, 10.0]]
126	PSt0xAYgf4g_0.000_10.000.wav	/m/02rhddq	[[3.175, 7.047999999999999]]
127	3-a8i_MEUl8_30.000_40.000.wav	/m/06_fw	[[0.89, 1.7], [3.9, 4.94]]
128	3-a8i_MEUl8_30.000_40.000.wav	/m/0199g	[[0.0, 0.0]]
129	Dw1q9rBv7oU_30.000_40.000.wav	/t/dd00134	[[5.665, 9.315]]
130	Dw1q9rBv7oU_30.000_40.000.wav	/m/0k4j	[[3.955, 10.0]]
131	--F70LWypIg_30.000_40.000.wav	/m/0k4j	[[0.9, 2.0]]
132	Y_ynIwm3qm0_370.000_380.000.wav	/m/07jdr	[[2.077, 6.242000000000001], [7.755, 9.652000000000001]]
133	1U0Ty6CW6AM_40.000_50.000.wav	/m/0284vy3	[[4.041, 9.17]]
134	1U0Ty6CW6AM_40.000_50.000.wav	/m/07jdr	[[5.0, 10.0]]
135	ysNK5RVF3Zw_0.000_10.000.wav	/m/012ndj	[[0.0, 0.0]]
136	ysNK5RVF3Zw_0.000_10.000.wav	/m/012n7d	[[0.27, 7.55]]
137	ysNK5RVF3Zw_0.000_10.000.wav	/m/02mfyn	[[0.21100000000000002, 7.5489999999999995]]
138	C_pnsyNXphA_30.000_40.000.wav	/m/0k4j	[[0.0, 10.0]]
139	Qna9qrV8_go_30.000_40.000.wav	/m/01bjv	[[2.766, 10.0]]
140	--P4wuph3Mc_0.000_8.000.wav	/t/dd00134	[[0.0, 4.7]]
141	--P4wuph3Mc_0.000_8.000.wav	/m/0k4j	[[0.0, 4.7]]
142	pPnLErF3GOY_30.000_40.000.wav	/m/0k4j	[[7.484, 10.0]]
143	VcflBZLflSU_130.000_140.000.wav	/m/0dgbq	[[0.0, 10.0]]
144	wWmydRt0Z-w_21.000_31.000.wav	/m/06_fw	[[0.0, 9.88]]
145	Tmm4H6alHCE_30.000_40.000.wav	/m/07jdr	[[0.0, 10.0]]
146	IiCh2H3JtsE_30.000_40.000.wav	/m/012ndj	[[0.0, 10.0]]
147	IiCh2H3JtsE_30.000_40.000.wav	/m/04qvtq	[[0.0, 10.0]]
148	1_hGvbEiYAs_30.000_40.000.wav	/m/0199g	[[0.0, 10.0]]
149	kSjvt2Z_pBo_30.000_40.000.wav	/m/04qvtq	[[4.4, 8.4]]
150	kSjvt2Z_pBo_30.000_40.000.wav	/m/012n7d	[[4.35, 8.47]]
151	mAfPu0meA_Y_20.000_30.000.wav	/m/04qvtq	[[0.0, 10.0]]
152	mAfPu0meA_Y_20.000_30.000.wav	/m/012n7d	[[0.0, 10.0]]
153	2RpOd9MJjyQ_10.000_20.000.wav	/m/0284vy3	[[0.129, 6.757999999999999], [8.0, 10.0]]
154	2RpOd9MJjyQ_10.000_20.000.wav	/m/07jdr	[[0.0, 10.0]]
155	ySqfMcFk5LM_30.000_40.000.wav	/m/02mfyn	[[1.133, 10.0]]
156	-1U98XBTyB4_30.000_40.000.wav	/m/04qvtq	[[0.0, 10.0]]
157	UqyvFyQthHo_30.000_40.000.wav	/m/0199g	[[0.0, 10.0]]
158	Mb-GyQEKoEc_30.000_40.000.wav	/m/04_sv	[[0.0, 10.0]]
159	g0ICxHjC9Uc_30.000_40.000.wav	/m/07jdr	[[0.0, 3.9739999999999998], [4.671, 7.55], [8.181000000000001, 10.0]]
160	R_Lpb-51Kl4_30.000_40.000.wav	/m/0284vy3	[[0.439, 1.525], [3.505, 5.654], [6.934, 9.16]]
161	R_Lpb-51Kl4_30.000_40.000.wav	/m/07jdr	[[0.0, 10.0]]
162	IIIxN_ziy_I_60.000_70.000.wav	/m/07jdr	[[1.923, 5.638]]
163	ihQDd1CqFBw_70.000_80.000.wav	/m/0k4j	[[7.787000000000001, 10.0]]
164	-E1E17R7UBA_260.000_270.000.wav	/m/06_fw	[[8.2, 10.0]]
165	DcU6AzN7imA_210.000_220.000.wav	/m/02rhddq	[[5.032, 10.0]]
166	-nGBPqlRNg4_30.000_40.000.wav	/m/0284vy3	[[0.32899999999999996, 2.353], [4.811, 5.517], [8.458, 10.0]]
167	-nGBPqlRNg4_30.000_40.000.wav	/m/07jdr	[[0.0, 10.0]]
168	-CkgGfKepO4_140.000_150.000.wav	/m/07jdr	[[0.0, 5.0]]
169	-LGTb-xyjzA_11.000_21.000.wav	/m/012n7d	[[0.0, 9.0]]
170	1IQdvfm9SDY_30.000_40.000.wav	/m/0199g	[[0.0, 1.8969999999999998]]
171	yESwp_fg0Po_70.000_80.000.wav	/m/0k4j	[[0.632, 9.051]]
172	-JMT0mK0Dbg_30.000_40.000.wav	/m/0284vy3	[[0.223, 4.3469999999999995]]
173	81DteAPIhoE_30.000_40.000.wav	/m/07r04	[[0.804, 10.0]]
174	81DteAPIhoE_30.000_40.000.wav	/m/02rhddq	[[1.396, 4.268]]
175	-5px8DVPl8A_28.000_38.000.wav	/m/0199g	[[0.0, 9.269]]
176	AKPC4rEGoyI_30.000_40.000.wav	/m/07jdr	[[6.723, 10.0]]
177	pvYwIdGrS90_30.000_40.000.wav	/m/012ndj	[[0.0, 10.0]]
178	9OFUd38sBNM_0.000_8.000.wav	/m/04qvtq	[[0.6, 7.0]]
179	8IaInXpdd9M_0.000_10.000.wav	/m/0284vy3	[[3.576, 9.618]]
180	8IaInXpdd9M_0.000_10.000.wav	/m/07jdr	[[3.3810000000000002, 10.0]]
181	jbW2ew8VMfU_50.000_60.000.wav	/m/07jdr	[[0.0, 10.0]]
182	4oT0bxldS80_30.000_40.000.wav	/m/07jdr	[[0.168, 0.725], [2.826, 3.569], [5.497000000000001, 6.053999999999999], [8.155, 8.805]]
183	SkXXjcw9sJI_30.000_40.000.wav	/m/0199g	[[0.0, 0.0]]
184	-OGFiXvmldM_30.000_40.000.wav	/m/0199g	[[0.0, 9.724]]
185	monelE7hnwI_20.000_30.000.wav	/m/02mfyn	[[2.648, 9.776]]
186	-od8LQAVgno_30.000_40.000.wav	/m/012n7d	[[0.0, 10.0]]
187	-_dElQcyJnA_30.000_40.000.wav	/m/012ndj	[[0.0, 10.0]]
188	-_dElQcyJnA_30.000_40.000.wav	/m/04qvtq	[[0.0, 10.0]]
189	0Ga7T-2e490_17.000_27.000.wav	/m/07r04	[[5.91, 8.99]]
190	kbfkq3TuAe0_470.000_480.000.wav	/m/07jdr	[[0.0, 10.0]]
191	RrlgSfQrqQc_20.000_30.000.wav	/m/07jdr	[[5.587000000000001, 10.0]]
192	-60XojQWWoc_30.000_40.000.wav	/m/07r04	[[0.0, 10.0]]
193	-60XojQWWoc_30.000_40.000.wav	/m/02rhddq	[[0.0, 10.0]]
194	tAfucDIyRiM_30.000_40.000.wav	/m/01bjv	[[0.0, 10.0]]
195	tAfucDIyRiM_30.000_40.000.wav	/m/0k4j	[[0.0, 10.0]]
196	6-yQsEH2WYA_30.000_40.000.wav	/m/01bjv	[[0.0, 0.0]]
197	zbiJEml563w_20.000_30.000.wav	/m/012n7d	[[0.0, 10.0]]
198	-w-9yF465IY_30.000_40.000.wav	/m/012n7d	[[0.0, 7.5]]
199	syIwNMo2TUA_0.000_7.000.wav	/m/03qc9zr	[[4.8, 6.1]]
200	-lZapwtvwlg_0.000_10.000.wav	/m/06_fw	[[0.0, 10.0]]
201	teoER4j9H14_290.000_300.000.wav	/m/0k4j	[[2.661, 9.644]]
202	8rzhhvS0tGc_30.000_40.000.wav	/t/dd00134	[[0.804, 1.989], [3.136, 4.018]]
203	NrR1wmCpqAk_12.000_22.000.wav	/m/0199g	[[0.0, 0.0]]
204	w0vy1YvNcOg_30.000_40.000.wav	/m/0k4j	[[3.386, 7.721], [8.221, 10.0]]
205	ji_YCMygNHQ_8.000_18.000.wav	/m/01bjv	[[0.0, 0.0]]
206	Cg-DWc9nPfQ_90.000_100.000.wav	/m/05x_td	[[0.0, 10.0]]
207	W11cJ9HZNaY_30.000_40.000.wav	/m/0k4j	[[0.0, 3.78], [4.07, 10.0]]
208	-DHGwygUsQc_30.000_40.000.wav	/m/06_fw	[[1.0, 3.3], [5.5, 8.0]]
209	7RQpt1_1ZzU_30.000_40.000.wav	/m/02mfyn	[[8.429, 9.135]]
210	3HxQ83IMyw4_70.000_80.000.wav	/m/02mfyn	[[0.0, 10.0]]
211	-Zq22n4OewA_30.000_40.000.wav	/m/0284vy3	[[0.695, 1.882], [7.365, 8.27]]
212	-Zq22n4OewA_30.000_40.000.wav	/m/07jdr	[[0.0, 10.0]]
213	-HWygXWSNRA_30.000_40.000.wav	/m/0k4j	[[0.0, 10.0]]
214	-FWkB2IDMhc_30.000_40.000.wav	/m/07r04	[[0.0, 10.0]]
215	-FWkB2IDMhc_30.000_40.000.wav	/m/02rhddq	[[0.0, 10.0]]
216	G--718JDmAQ_0.000_10.000.wav	/m/03qc9zr	[[1.2, 5.4], [6.1, 8.9]]
217	17VuPl9Wxvs_20.000_30.000.wav	/m/04qvtq	[[0.0, 8.0]]
218	17VuPl9Wxvs_20.000_30.000.wav	/m/02mfyn	[[0.0, 8.193999999999999]]
219	NoPbk9fy6uw_10.000_20.000.wav	/m/0k4j	[[0.0, 0.0]]
220	H3vSRzkG82U_30.000_40.000.wav	/m/03qc9zr	[[0.0, 2.5], [5.8, 10.0]]
221	qjz5t9M4YCw_30.000_40.000.wav	/m/0199g	[[7.0, 10.0]]
222	--e0Vu_ruTc_30.000_40.000.wav	/m/0k4j	[[2.23, 5.32], [6.28, 10.0]]
223	0_hnDV2SHBI_7.000_17.000.wav	/m/03qc9zr	[[0.5, 3.0]]
224	-LnpzyfTkF8_30.000_40.000.wav	/m/01bjv	[[7.32, 10.0]]
225	84E9i9_ELBs_30.000_40.000.wav	/m/07r04	[[0.0, 10.0]]
226	z_8yGVO1qws_30.000_40.000.wav	/m/04_sv	[[0.0, 10.0]]
227	3hLxPQpmfQo_30.000_40.000.wav	/m/0k4j	[[0.0, 10.0]]
228	qL0ESQcaPhM_30.000_40.000.wav	/m/0199g	[[0.0, 0.0]]
229	JwAhcHHF2qg_30.000_40.000.wav	/m/01bjv	[[0.0, 10.0]]
230	-10fWp7Pqs4_30.000_40.000.wav	/t/dd00134	[[0.0, 10.0]]
231	-10fWp7Pqs4_30.000_40.000.wav	/m/0k4j	[[3.0, 9.0]]
232	32V2zsK7GME_110.000_120.000.wav	/m/0k4j	[[0.0, 4.11], [4.11, 10.0]]
233	-CgCr8Eknm0_14.000_24.000.wav	/m/01bjv	[[4.25, 5.9]]
234	xwqIKDz1bT4_30.000_40.000.wav	/m/05x_td	[[8.736, 9.375]]
235	m5HeCy87QYY_380.000_390.000.wav	/m/07jdr	[[0.0, 10.0]]
236	cR79KnWpiQA_70.000_80.000.wav	/m/012n7d	[[0.0, 10.0]]
237	0_gci63CtFY_30.000_40.000.wav	/m/05x_td	[[1.255, 7.281000000000001], [8.212, 10.0]]
238	-0CIk-OOp7Y_30.000_40.000.wav	/m/0k4j	[[0.0, 10.0]]
239	-19pq3HJoBM_30.000_40.000.wav	/t/dd00134	[[5.0, 10.0]]
240	MZ1Yh6mRC-E_30.000_40.000.wav	/m/0dgbq	[[0.0, 10.0]]
241	r6mHSfFkY_8_30.000_40.000.wav	/m/07jdr	[[0.0, 2.335]]
242	3z05luLEc_Q_0.000_10.000.wav	/m/02mfyn	[[6.117999999999999, 10.0]]
243	saPU2JNoytU_0.000_10.000.wav	/m/02rhddq	[[3.728, 7.0089999999999995]]
244	syCQldBsAtg_30.000_40.000.wav	/m/0k4j	[[3.9389999999999996, 5.995]]
245	8oEdgb8iXYA_1.000_11.000.wav	/m/01bjv	[[2.13, 3.852]]
246	Vx6mttDHWfo_30.000_40.000.wav	/m/0k4j	[[0.0, 10.0]]
247	I4VDcVTE4YA_30.000_40.000.wav	/m/07r04	[[0.0, 4.331], [7.853, 10.0]]
248	Bs2KqqI9F_k_30.000_40.000.wav	/m/012ndj	[[3.5, 5.5]]
249	UWz5OIijWM4_30.000_40.000.wav	/m/04_sv	[[0.0, 10.0]]
250	3NX4HaOVBoo_240.000_250.000.wav	/m/05x_td	[[0.0, 3.0039999999999996], [3.3510000000000004, 7.587999999999999], [8.952, 9.93]]
251	-US2mpJxbj4_30.000_40.000.wav	/m/04_sv	[[0.0, 10.0]]
252	b7m5Kt5U7Vc_30.000_40.000.wav	/m/05x_td	[[0.0, 10.0]]
253	-122tCXtFhU_30.000_40.000.wav	/m/04qvtq	[[7.1, 9.4]]
254	-122tCXtFhU_30.000_40.000.wav	/m/0k4j	[[7.0, 10.0]]
255	6b2ZMMrLTz8_5.000_15.000.wav	/m/0k4j	[[0.0, 6.6]]
256	-6cTEqIcics_30.000_40.000.wav	/m/0dgbq	[[3.5, 10.0]]
257	Bqx_SZgCzZw_10.000_20.000.wav	/m/0k4j	[[0.0, 10.0]]
258	-zGAb18JxmI_30.000_40.000.wav	/m/0dgbq	[[6.0, 10.0]]
259	-z8jsgl3iHE_30.000_40.000.wav	/m/012ndj	[[0.0, 3.0]]
260	-z8jsgl3iHE_30.000_40.000.wav	/m/012n7d	[[0.0, 3.4]]
261	4Kpklmj-ze0_53.000_63.000.wav	/m/02mfyn	[[3.471, 6.524]]
262	4Kpklmj-ze0_53.000_63.000.wav	/m/0k4j	[[0.0, 3.0], [6.0, 10.0]]
263	-8YTu7ZGA2w_30.000_40.000.wav	/m/01bjv	[[0.0, 10.0]]
264	we66pU0MN1M_30.000_40.000.wav	/m/0k4j	[[0.0, 0.0]]
265	-woquFRnQk8_16.000_26.000.wav	/m/012n7d	[[0.0, 3.6]]
266	6FVA4hqp1Ro_30.000_40.000.wav	/m/0k4j	[[0.0, 10.0]]
267	Cs1d7Ibk8CA_220.000_230.000.wav	/m/0k4j	[[0.0, 10.0]]
268	LK4b2eJpy24_30.000_40.000.wav	/m/07jdr	[[0.47700000000000004, 10.0]]
269	-XUfeRTw3b4_0.000_6.000.wav	/m/0199g	[[2.123, 3.6439999999999997]]
270	cHm1cYBAXMI_30.000_40.000.wav	/m/012ndj	[[0.0, 0.0]]
271	cHm1cYBAXMI_30.000_40.000.wav	/m/012n7d	[[0.0, 2.0]]
272	--bD1DVKlzQ_30.000_40.000.wav	/m/07r04	[[8.0, 10.0]]
273	g2scd3YVgwQ_30.000_40.000.wav	/m/07jdr	[[0.0, 10.0]]
274	IxlvxvG8zOE_110.000_120.000.wav	/m/07r04	[[0.743, 1.672], [8.389, 9.782]]
275	ezUkPETm6cs_30.000_40.000.wav	/m/04_sv	[[0.0, 10.0]]
276	0G73yqtBwgE_11.000_21.000.wav	/m/05x_td	[[0.10099999999999999, 0.9420000000000001], [2.471, 8.06]]
277	0rVBXpbgO8s_30.000_40.000.wav	/m/03qc9zr	[[0.0, 0.17], [1.38, 1.93], [3.16, 3.56], [4.7, 6.8], [8.2, 9.6]]
278	R8G5Y0HASxY_60.000_70.000.wav	/m/012n7d	[[0.0, 10.0]]
279	-h4or05bj_I_30.000_40.000.wav	/m/02rhddq	[[0.0, 10.0]]
280	a_6CZ2JaEuc_0.000_2.000.wav	/m/05x_td	[[0.121, 1.577]]
281	WMbdMQ7rdFs_30.000_40.000.wav	/m/0k4j	[[0.74, 9.58]]
282	2jOzX06bzuA_16.000_26.000.wav	/m/05x_td	[[2.583, 8.595]]
